numeric__age,numeric__sibsp,numeric__parch,numeric__fare,categorical__pclass_1,categorical__pclass_2,categorical__pclass_3,categorical__sex_female,categorical__sex_male,categorical__embarked_C,categorical__embarked_Q,categorical__embarked_S
0.21122819925898337,-0.47957078304258416,-0.44759714185456223,-0.49566480795703405,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,2.491497914268573,1.8723741825104212,4.723542447438383,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.5665085550121356,-0.47957078304258416,-0.44759714185456223,-0.5094762943723704,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4931071252875273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.9664347127001496,3.4818541467056257,1.8723741825104212,-0.017889685293178435,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.8776032567205831,-0.47957078304258416,1.8723741825104212,0.9719335078059231,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.222285979811438,0.5107854493944685,-0.44759714185456223,-0.3691454539541468,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.21122819925898337,-0.47957078304258416,-0.44759714185456223,-0.49566480795703405,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.44454922554031906,-0.47957078304258416,-0.44759714185456223,-0.4931071252875273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.8387164190070272,-0.47957078304258416,-0.44759714185456223,-0.5087949277092138,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-2.1219820635543734,2.491497914268573,0.7123885203279295,-0.22659659112492694,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2.0777964095096686,-0.47957078304258416,0.7123885203279295,1.0437184526813663,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.033150607574807,4.472210379142679,1.8723741825104212,0.3018206483951618,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.4056623878267631,-0.47957078304258416,-0.44759714185456223,-0.526101231724164,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.22813120072663096,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.25011503697253934,-0.47957078304258416,-0.44759714185456223,3.6697771876016136,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.7220559058663594,-0.47957078304258416,-0.44759714185456223,-0.46906490819416413,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2.2333437603638924,-0.47957078304258416,-0.44759714185456223,-0.050116486928963117,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.0998665024494642,0.5107854493944685,1.8723741825104212,-0.1780006204042992,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.21122819925898337,-0.47957078304258416,-0.44759714185456223,-0.19692747215864898,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.7667017078012213,-0.47957078304258416,-0.44759714185456223,-0.3815921608970343,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.255413853303688,-0.47957078304258416,-0.44759714185456223,-0.4962622826286308,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.30005965523855,0.5107854493944685,-0.44759714185456223,0.5939080092528294,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.06097966473590826,-0.47957078304258416,-0.44759714185456223,-0.3283923613712944,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.6111543569469975,-0.47957078304258416,-0.44759714185456223,-0.07032218001806624,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.033150607574807,0.5107854493944685,0.7123885203279295,-0.48355776127265704,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.41096120415791176,0.5107854493944685,1.8723741825104212,0.6721730989397352,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,3.997672105832375,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.1445123043843262,0.5107854493944685,-0.44759714185456223,-0.12582389394636206,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.7556439272487666,0.5107854493944685,5.352331169057896,-0.017889685293178435,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.5665085550121356,-0.47957078304258416,-0.44759714185456223,-0.4962622826286308,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.9889649535301023,-0.47957078304258416,-0.44759714185456223,-0.5012917098299489,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.5094762943723704,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.5333806815198856,0.5107854493944685,-0.44759714185456223,0.9121696714771612,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-2.1997557389814855,4.472210379142679,1.8723741825104212,0.3018206483951618,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.055680848404759585,-0.47957078304258416,-0.44759714185456223,-0.4805744802069444,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.6442822304392475,-0.47957078304258416,-0.44759714185456223,-0.4992455636943435,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.1776401778765761,-0.47957078304258416,-0.44759714185456223,-0.4805744802069444,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-2.2191991578382635,1.5011416818315209,0.7123885203279295,-0.26376892797046986,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.955376932147695,-0.47957078304258416,-0.44759714185456223,-0.49958727009898957,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.055680848404759585,-0.47957078304258416,-0.44759714185456223,-0.39182289157506117,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.7998295812934713,-0.47957078304258416,-0.44759714185456223,-0.5012917098299489,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,0.5107854493944685,1.8723741825104212,-0.1780006204042992,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.36677555011320717,-0.47957078304258416,-0.44759714185456223,-0.4429765449651956,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.8334176026758785,0.5107854493944685,0.7123885203279295,2.0942446631854725,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4992455636943435,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.6442822304392475,-0.47957078304258416,-0.44759714185456223,-0.4987340271604422,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4805744802069444,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.7998295812934713,-0.47957078304258416,-0.44759714185456223,-0.39182289157506117,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.3442453092832545,-0.47957078304258416,-0.44759714185456223,-0.33555387284591326,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6778702518216547,-0.47957078304258416,-0.44759714185456223,3.997672105832375,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.5094762943723704,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4966019428871413,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.5665085550121356,0.5107854493944685,0.7123885203279295,-0.06443950987820074,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.055680848404759585,-0.47957078304258416,-0.44759714185456223,-0.39182289157506117,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.6442822304392475,-0.47957078304258416,0.7123885203279295,0.9235933053522458,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.000022734082557,1.5011416818315209,-0.44759714185456223,-0.13196233235317822,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4962622826286308,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.5775663355645901,0.5107854493944685,0.7123885203279295,-0.3458705416616356,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2.6999858129265637,-0.47957078304258416,-0.44759714185456223,-0.12582389394636206,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.6578218892037603,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.3331875287307999,-0.47957078304258416,0.7123885203279295,-0.12582389394636206,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.7220559058663594,-0.47957078304258416,-0.44759714185456223,-0.4805744802069444,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.8776032567205831,-0.47957078304258416,-0.44759714185456223,-0.4429765449651956,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.13345452383187148,-0.47957078304258416,-0.44759714185456223,-0.4992455636943435,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.6442822304392475,-0.47957078304258416,-0.44759714185456223,-0.11457009020053248,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.3778333306656618,-0.47957078304258416,-0.44759714185456223,0.4061741013110361,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.6578218892037603,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,2.491497914268573,0.7123885203279295,-0.13673599128754557,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.7667017078012213,0.5107854493944685,0.7123885203279295,0.9719335078059231,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.3778333306656618,-0.47957078304258416,-0.44759714185456223,-0.47366873699927625,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.2890018746860953,-0.47957078304258416,-0.44759714185456223,-0.4634380063212494,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.7998295812934713,-0.47957078304258416,-0.44759714185456223,-0.4962622826286308,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,0.5107854493944685,-0.44759714185456223,-0.16674681665846963,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4962622826286308,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4931071252875273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.1776401778765761,0.5107854493944685,-0.44759714185456223,0.4286817088026953,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,0.5107854493944685,-0.44759714185456223,2.076852421032827,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-2.0442083881272617,0.5107854493944685,0.7123885203279295,-0.12582389394636206,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4992455636943435,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4962622826286308,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,2.491497914268573,0.7123885203279295,-0.13673599128754557,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.4556070060927737,-0.47957078304258416,-0.44759714185456223,-0.12727256541037066,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.4556070060927737,0.5107854493944685,3.032359844692913,0.0455408449105883,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.9889649535301023,-0.47957078304258416,-0.44759714185456223,-0.39182289157506117,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.5099878309062716,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.41096120415791176,0.5107854493944685,-0.44759714185456223,-0.12582389394636206,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.6442822304392475,-0.47957078304258416,-0.44759714185456223,-0.4987340271604422,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,2.491497914268573,0.7123885203279295,-0.13673599128754557,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.44454922554031906,0.5107854493944685,-0.44759714185456223,1.1837096328410797,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.8886610372730377,3.4818541467056257,1.8723741825104212,-0.01558777089062237,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.48873487958502365,-0.47957078304258416,-0.44759714185456223,-0.4962622826286308,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.3331875287307999,-0.47957078304258416,-0.44759714185456223,-0.4962622826286308,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.5156147327791866,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.6442822304392475,-0.47957078304258416,-0.44759714185456223,-0.4931071252875273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.6000965763945428,-0.47957078304258416,0.7123885203279295,-0.050116486928963117,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.0998665024494642,0.5107854493944685,9.992273817787863,0.7652727481097799,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-1.1886979584290307,3.4818541467056257,0.7123885203279295,0.154242358364624,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.41096120415791176,-0.47957078304258416,-0.44759714185456223,-0.39182289157506117,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.3778333306656618,-0.47957078304258416,-0.44759714185456223,-0.5094762943723704,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.522322900967431,-0.47957078304258416,-0.44759714185456223,-0.39182289157506117,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.522322900967431,-0.47957078304258416,-0.44759714185456223,-0.4634380063212494,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.5665085550121356,-0.47957078304258416,0.7123885203279295,0.557588915345834,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.1776401778765761,0.5107854493944685,-0.44759714185456223,-0.3742608192931602,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4962622826286308,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.2890018746860953,-0.47957078304258416,-0.44759714185456223,-0.4962622826286308,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.5665085550121356,-0.47957078304258416,-0.44759714185456223,-0.5120339770418771,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.48873487958502365,-0.47957078304258416,-0.44759714185456223,-0.4971134794210427,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.3331875287307999,-0.47957078304258416,-0.44759714185456223,-0.4983084287642362,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-2.2516074483887407,-0.47957078304258416,1.8723741825104212,-0.3631768456765859,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.6778702518216547,0.5107854493944685,5.352331169057896,-0.01558777089062237,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.2611728175249939,-0.47957078304258416,-0.44759714185456223,-0.5099878309062716,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3.166627865489235,-0.47957078304258416,-0.44759714185456223,-0.4429765449651956,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.41096120415791176,-0.47957078304258416,3.032359844692913,-0.26376892797046986,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-1.2664716338561426,3.4818541467056257,1.8723741825104212,-0.01558777089062237,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.9889649535301023,-0.47957078304258416,-0.44759714185456223,0.21179021842852522,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4931071252875273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.922249058655445,-0.47957078304258416,-0.44759714185456223,0.40336065037457863,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.3442453092832545,0.5107854493944685,-0.44759714185456223,-0.4278002790774105,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
-0.02209282702235231,-0.47957078304258416,-0.44759714185456223,-0.4931071252875273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2.54443846207234,-0.47957078304258416,-0.44759714185456223,-0.11457009020053248,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.6778702518216547,-0.47957078304258416,-0.44759714185456223,-0.39182289157506117,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.0998665024494642,0.5107854493944685,-0.44759714185456223,-0.3406692381849267,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.055680848404759585,0.5107854493944685,0.7123885203279295,-0.16367759745506158,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.7220559058663594,-0.47957078304258416,-0.44759714185456223,-0.5099018927685763,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1.5333806815198856,0.5107854493944685,-0.44759714185456223,1.1653802557583268,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.6778702518216547,3.4818541467056257,1.8723741825104212,-0.4987340271604422,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.5665085550121356,0.5107854493944685,-0.44759714185456223,0.7049114371094211,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4634380063212494,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.1776401778765761,-0.47957078304258416,-0.44759714185456223,-0.12582389394636206,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.7167570895352107,-0.47957078304258416,-0.44759714185456223,-0.5094762943723704,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-2.1219820635543734,0.5107854493944685,0.7123885203279295,-0.12582389394636206,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.5665085550121356,-0.47957078304258416,-0.44759714185456223,-0.4983084287642362,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.8776032567205831,-0.47957078304258416,-0.44759714185456223,-0.4987340271604422,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.41096120415791176,-0.47957078304258416,-0.44759714185456223,-0.511692270637231,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.9111912781029904,-0.47957078304258416,-0.44759714185456223,2.0942446631854725,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.7556439272487666,-0.47957078304258416,-0.44759714185456223,-0.39182289157506117,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.4997926601374783,4.472210379142679,1.8723741825104212,0.3018206483951618,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.6442822304392475,-0.47957078304258416,-0.44759714185456223,-0.4805744802069444,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0667386289572143,-0.47957078304258416,-0.44759714185456223,-0.5258454634572134,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.5775663355645901,1.5011416818315209,1.8723741825104212,0.0455408449105883,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.5665085550121356,-0.47957078304258416,-0.44759714185456223,-0.4931071252875273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.5775663355645901,3.4818541467056257,1.8723741825104212,-0.017889685293178435,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4931071252875273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.48873487958502365,-0.47957078304258416,-0.44759714185456223,-0.39182289157506117,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.033150607574807,-0.47957078304258416,0.7123885203279295,0.5285172710511528,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.6578218892037603,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.44454922554031906,0.5107854493944685,0.7123885203279295,-0.24347729674367127,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.7998295812934713,-0.47957078304258416,-0.44759714185456223,-0.4429765449651956,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-2.1219820635543734,3.4818541467056257,0.7123885203279295,-0.06188182720869402,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0998665024494642,0.5107854493944685,0.7123885203279295,-0.3611306995409805,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.522322900967431,-0.47957078304258416,1.8723741825104212,-0.33248465364250523,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2.3888911112181166,-0.47957078304258416,-0.44759714185456223,0.9032177821338877,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-2.206234286144564,0.5107854493944685,1.8723741825104212,-0.09001633657326796,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4997571002282448,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.6778702518216547,-0.47957078304258416,-0.44759714185456223,-0.5099018927685763,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.8776032567205831,-0.47957078304258416,-0.44759714185456223,-0.39182289157506117,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.222285979811438,-0.47957078304258416,-0.44759714185456223,-0.5099878309062716,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.255413853303688,-0.47957078304258416,-0.44759714185456223,-0.4962622826286308,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.8334176026758785,0.5107854493944685,-0.44759714185456223,-0.46394954285515067,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4931071252875273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,0.7123885203279295,0.017406335546014357,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.7998295812934713,-0.47957078304258416,1.8723741825104212,-0.12002716194419202,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6000965763945428,0.5107854493944685,-0.44759714185456223,-0.12582389394636206,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5665085550121356,-0.47957078304258416,-0.44759714185456223,2.44311257930619,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.922249058655445,-0.47957078304258416,0.7123885203279295,0.9235933053522458,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.3778333306656618,0.5107854493944685,-0.44759714185456223,3.997672105832375,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.5665085550121356,-0.47957078304258416,-0.44759714185456223,0.154242358364624,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.3331875287307999,-0.47957078304258416,-0.44759714185456223,-0.39182289157506117,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.36677555011320717,0.5107854493944685,-0.44759714185456223,-0.22813120072663096,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.4931071252875273,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.522322900967431,-0.47957078304258416,0.7123885203279295,9.825182238174186,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.0998665024494642,-0.47957078304258416,-0.44759714185456223,-0.3815921608970343,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2.54443846207234,-0.47957078304258416,-0.44759714185456223,-0.4596014823169893,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.5665085550121356,-0.47957078304258416,-0.44759714185456223,-0.45653226311358125,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.41096120415791176,1.5011416818315209,0.7123885203279295,-0.1053624325903083,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.1776401778765761,-0.47957078304258416,-0.44759714185456223,-0.4962622826286308,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.1498111207154749,0.5107854493944685,-0.44759714185456223,-0.36206783447108776,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
